prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Form thêm người thụ hưởng hiển thị đúng trên nhiều trình duyệt,Không có,"1) Mở form trên Chrome/Firefox/Safari/Edge
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Layout, nhãn và validate render đúng trên tất cả",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Kiểm tra các trường bắt buộc và danh sách phương thức (NEFT/RTGS/IMPS),Không có,"1) Mở form
2) kiểm tra trường Tên
3) Số TK
4) Ngân hàng
5) Chi nhánh
6) Phương thức","Trường bắt buộc được đánh dấu, danh sách phương thức đầy đủ",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Thêm người thụ hưởng hợp lệ,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation","Người thụ hưởng thêm thành công, hiển thị trong danh sách",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Ngăn thêm trùng người thụ hưởng,Không có,"1) Nhập lại Số TK đã tồn tại
2) Lưu
3) Quan sát kết quả/hiển thị","Báo lỗi 'Đã tồn tại', không thêm mới",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Chỉnh sửa thông tin người thụ hưởng,Không có,"1) Mở chi tiết
2) sửa Tên hoặc Phương thức
3) Lưu",Thông tin cập nhật thành công,cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Xóa người thụ hưởng,Không có,"1) Chọn người thụ hưởng
2) nhấn Xóa
3) xác nhận",Mục đã xóa khỏi danh sách,cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Xác minh quy trình kiểm chứng người thụ hưởng,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation","Chỉ hoàn tất khi xác minh hợp lệ, log lại dấu vết",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Chỉ tài khoản admin mới truy cập được panel quản trị,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo","User thường bị chặn, admin vào được",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Đăng nhập admin panel thành công,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Vào dashboard admin,cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Dashboard hiển thị số liệu cập nhật,Không có,"1) Quan sát KPI
2) số user
3) giao dịch gần đây","Dữ liệu realtime/gần realtime, không lỗi",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin thêm tài khoản người dùng,Không có,"1) Vào User Management
2) 'Thêm mới'
3) nhập thông tin
4) Lưu","User được tạo, email kích hoạt gửi đi",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin sửa thông tin người dùng,Không có,"1) Mở thông tin user
2) chỉnh tên/số liên hệ
3) Lưu","Thông tin cập nhật, ghi log audit",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin xóa tài khoản người dùng,Không có,"1) Chọn user
2) nhấn Xóa
3) xác nhận","User bị vô hiệu hoặc xóa theo chính sách, ghi log",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Khóa/Mở khóa tài khoản,Không có,"1) Chọn user
2) nhấn Khóa hoặc Mở khóa
3) Quan sát kết quả/hiển thị","Trạng thái cập nhật, user không đăng nhập khi bị khóa",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Gán/Sửa vai trò (teller/manager/support),Không có,"1) Chọn user
2) đổi role
3) Lưu",Quyền truy cập cập nhật theo role,cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Xem nhật ký audit,Không có,"1) Vào Audit Trail
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Danh sách sự kiện đầy đủ, không thể sửa/xóa",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Kiểm tra độ chính xác và đầy đủ của audit log,Không có,"1) So sánh thao tác thực tế với log
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Log ghi đúng user, thời gian, thao tác, IP",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Vô hiệu hóa/Kích hoạt lại tài khoản,Không có,"1) Thay đổi trạng thái active của user
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",User bị chặn hoặc được khôi phục theo trạng thái,cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin Cấu hình chính sách bảo mật và ACL,Không có,"1) Mở Security Settings
2) đặt policy (độ mạnh mật khẩu
3) timeout)
4) chỉnh ACL","Policy/ACL áp dụng ngay, kiểm tra hiệu lực",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản trị - chức năng (ngân hàng) [cả hai]",Admin có quyền truy cập được mục quản lý chi nhánh,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo","Truy cập được trang, user thường bị chặn",cả hai,ngân hàng,quản trị,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý chi nhánh - chức năng (ngân hàng) [cả hai]",Form tạo chi nhánh có đủ trường,Không có,"1) Mở form
2) kiểm tra Tên
3) Địa chỉ
4) Liên hệ
5) Quản lý chi nhánh","Tất cả trường hiển thị đúng, bắt buộc được đánh dấu",cả hai,ngân hàng,quản lý chi nhánh,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý chi nhánh - chức năng (ngân hàng) [cả hai]",Mã chi nhánh duy nhất,Không có,"1) Tạo 2 chi nhánh với cùng mã
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Bị từ chối tạo trùng, báo lỗi rõ ràng",cả hai,ngân hàng,quản lý chi nhánh,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý chi nhánh - chức năng (ngân hàng) [cả hai]",Gán quản lý chi nhánh khi tạo,Không có,"1) Trong form
2) chọn Branch Manager
3) Lưu","Chi nhánh gán đúng quản lý, hiển thị trong chi tiết",cả hai,ngân hàng,quản lý chi nhánh,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý chi nhánh - chức năng (ngân hàng) [cả hai]",Chọn loại chi nhánh (main/regional),Không có,"1) Trong form
2) chọn loại chi nhánh
3) Quan sát kết quả/hiển thị",Chi nhánh lưu đúng loại và hiển thị nhãn,cả hai,ngân hàng,quản lý chi nhánh,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Thêm ghi chú/nội dung cho lệnh chuyển tiền,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation","Giao dịch thành công, ghi chú hiển thị trong lịch sử",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho đăng xuất - chức năng (tổng quát) [cả hai]",Người dùng bấm nút Logout thoát thành công,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Hệ thống đăng xuất và chuyển về trang login,cả hai,tổng quát,đăng xuất,chức năng,dùng chung
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho đăng xuất - chức năng (tổng quát) [cả hai]","Sau khi Logout, chuyển hướng về trang login","username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Người dùng được điều hướng về trang login,cả hai,tổng quát,đăng xuất,chức năng,dùng chung
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho đăng xuất - chức năng (tổng quát) [cả hai]",Session bị hủy sau khi Logout,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Hệ thống báo lỗi / yêu cầu login lại,cả hai,tổng quát,đăng xuất,chức năng,dùng chung
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho đăng xuất - chức năng (tổng quát) [cả hai]",Dữ liệu cache/cookie bị xóa,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Thông tin đăng nhập không còn trong cache/cookie,cả hai,tổng quát,đăng xuất,chức năng,dùng chung
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho đăng xuất - chức năng (tổng quát) [cả hai]",Bấm nút khác ngoài “Logout” không được phép thoát,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Không có hành động đăng xuất xảy ra,cả hai,tổng quát,đăng xuất,chức năng,dùng chung
